id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,172.18.0.8,b4:8c:9d:5b:7f:35,b4:8c:9d,33074,172.18.0.2,0c:67:14:e9:bd:9f,0c:67:14,27017,6,4,0,0,1787900113200,1787900236080,122880,12,792,1787900113200,1787900236080,122880,6,396,1787900113200,1787900236080,122880,6,396,MongoDB,Database,1,1,,,,,
1,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,59937,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1787900003007,1787900003015,8,10,857,1787900003007,1787900003014,7,5,476,1787900003008,1787900003015,7,5,381,Zabbix,Network,0,6,,,,,
2,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,38727,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1787900006006,1787900006015,9,10,951,1787900006006,1787900006014,8,5,516,1787900006007,1787900006015,8,5,435,Zabbix,Network,0,6,,,,,
3,0,172.18.0.5,b4:8c:9d:5b:7f:35,b4:8c:9d,55708,172.18.0.2,0c:67:14:e9:bd:9f,0c:67:14,27017,6,4,0,0,1787900006704,1787900375344,368640,32,2112,1787900006704,1787900375344,368640,16,1056,1787900006704,1787900375344,368640,16,1056,MongoDB,Database,1,1,,,,,
4,0,172.18.0.3,b4:8c:9d:5b:7f:35,b4:8c:9d,55608,172.18.0.10,0c:67:14:e9:bd:9f,0c:67:14,7777,6,4,0,0,1787900008915,1787900419340,410425,424,48568,1787900008915,1787900419340,410425,254,34382,1787900008915,1787900419340,410425,170,14186,Unknown,Unspecified,0,0,,,,,
5,0,10.10.2.10,b4:8c:9d:5b:7f:35,b4:8c:9d,34982,10.10.3.20,0c:67:14:e9:bd:9f,0c:67:14,22,6,4,0,0,1787900009286,1787900356028,346742,232,29508,1787900009286,1787900356028,346742,141,12398,1787900009288,1787900356027,346739,91,17110,SSH,RemoteAccess,0,1,,,,,
6,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,57953,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025051,7647,78,5226,1787900017404,1787900025051,7647,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
7,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,51422,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025073,7669,78,5226,1787900017404,1787900025073,7669,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
8,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,44324,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025074,7670,78,5226,1787900017404,1787900025074,7670,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
9,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,46459,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025079,7675,78,5226,1787900017404,1787900025079,7675,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
10,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,43435,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025079,7675,78,5226,1787900017404,1787900025079,7675,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
11,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,58485,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025090,7686,78,5226,1787900017404,1787900025090,7686,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
12,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,43589,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025088,7684,78,5226,1787900017404,1787900025088,7684,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
13,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,58233,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025105,7701,78,5226,1787900017404,1787900025105,7701,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
14,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,34874,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025103,7699,78,5226,1787900017404,1787900025103,7699,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
15,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,46480,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025301,7897,78,5226,1787900017404,1787900025301,7897,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
16,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,49882,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025114,7710,78,5226,1787900017404,1787900025114,7710,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
17,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,42945,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025159,7755,78,5226,1787900017404,1787900025159,7755,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
18,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,41391,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025155,7751,78,5226,1787900017404,1787900025155,7751,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
19,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,48629,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025158,7754,78,5226,1787900017404,1787900025158,7754,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
20,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,43519,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025164,7760,78,5226,1787900017404,1787900025164,7760,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
21,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,33152,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025192,7788,78,5226,1787900017404,1787900025192,7788,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
22,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,36631,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025243,7839,78,5226,1787900017404,1787900025243,7839,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
23,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,58919,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025241,7837,78,5226,1787900017404,1787900025241,7837,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
24,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,44282,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025239,7835,78,5226,1787900017404,1787900025239,7835,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
25,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,52773,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025438,8034,78,5226,1787900017404,1787900025438,8034,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
26,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,48804,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025247,7843,78,5226,1787900017404,1787900025247,7843,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
27,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,55293,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017404,1787900025253,7849,78,5226,1787900017404,1787900025253,7849,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
28,0,172.18.0.16,b4:8c:9d:5b:7f:35,b4:8c:9d,43876,172.18.0.15,0c:67:14:e9:bd:9f,0c:67:14,4997,17,4,0,0,1787900017405,1787900025275,7870,78,5226,1787900017405,1787900025275,7870,78,5226,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
