id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,39455,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1789046619279,1789046619288,9,10,1916,1789046619279,1789046619287,8,5,1480,1789046619280,1789046619288,8,5,436,Zabbix,Network,0,6,,,,,
1,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,51173,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1789046619370,1789046619377,7,10,951,1789046619370,1789046619376,6,5,516,1789046619371,1789046619377,6,5,435,Zabbix,Network,0,6,,,,,
2,0,127.0.0.1,00:00:00:00:00:00,00:00:00,57538,127.0.0.53,ff:ff:ff:ff:ff:ff,ff:ff:ff,53,17,4,0,0,1789046619554,1789046619650,96,4,340,1789046619554,1789046619650,96,4,340,0,0,0,0,0,DNS.Canonical,Network,0,6,ntp.ubuntu.com,,,,
3,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,44705,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1789046619597,1789046619607,10,10,1012,1789046619597,1789046619606,9,5,576,1789046619599,1789046619607,8,5,436,Zabbix,Network,0,6,,,,,
4,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,53007,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1789046619598,1789046619606,8,10,857,1789046619598,1789046619604,6,5,476,1789046619599,1789046619606,7,5,381,Zabbix,Network,0,6,,,,,
5,0,127.0.0.1,00:00:00:00:00:00,00:00:00,36646,127.0.0.53,ff:ff:ff:ff:ff:ff,ff:ff:ff,53,17,4,0,0,1789046619208,1789046619209,1,2,170,1789046619208,1789046619209,1,2,170,0,0,0,0,0,DNS.Canonical,Network,0,6,ntp.ubuntu.com,,,,
6,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,57530,10.10.3.254,0c:67:14:e9:bd:9f,0c:67:14,53,6,4,0,0,1789046619209,1789046619254,45,2,148,1789046619209,1789046619254,45,2,148,0,0,0,0,0,DNS,Network,1,1,,,,,
7,0,172.18.0.8,b4:8c:9d:5b:7f:35,b4:8c:9d,33074,172.18.0.2,0c:67:14:e9:bd:9f,0c:67:14,27017,6,4,0,0,1789046619294,1789046645679,26385,64,4224,1789046619294,1789046645679,26385,32,2112,1789046619296,1789046645679,26383,32,2112,MongoDB,Database,1,1,,,,,
8,0,172.18.0.3,b4:8c:9d:5b:7f:35,b4:8c:9d,55608,172.18.0.10,0c:67:14:e9:bd:9f,0c:67:14,7777,6,4,0,0,1789046619398,1789046645768,26370,1364,156650,1789046619398,1789046645768,26370,818,111020,1789046619399,1789046645768,26369,546,45630,Unknown,Unspecified,0,0,,,,,
9,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,55502,10.10.3.254,0c:67:14:e9:bd:9f,0c:67:14,53,17,4,0,0,1789046619558,1789046619651,93,2,148,1789046619558,1789046619651,93,2,148,0,0,0,0,0,DNS.Canonical,Network,0,6,ntp.ubuntu.com,,,,
