Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.10.3.20-10.10.4.10-59937-10051-6,10.10.3.20,59937,10.10.4.10,10051,6,28/08/2026 09:53:23 AM,7245,3,4,138.0,43.0,138.0,0.0,46.0,79.67433714816836,43.0,0.0,10.75,21.5,24982.746721877156,966.1835748792271,1207.5,1748.97658646421,4601.0,1.0,6051.0,3025.5,2228.0934675188114,4601.0,1450.0,5884.0,1961.3333333333335,3217.794638154109,5675.0,1.0,0,0,0,0,104,136,414.0786749482402,552.1048999309869,0.0,138.0,22.625,48.98669644476374,2399.6964285714284,1,2,0,2,6,0,0,0,1.0,25.857142857142858,46.0,10.75,0,0,0,0,0,0,0,19,0,6,64240,508,1,32,0,0,0,0,1787900003010944.2,2961.066787634709,1787900003013517.0,1787900003007347.0,No Label
10.10.3.20-10.10.4.10-59937-10051-6,10.10.3.20,59937,10.10.4.10,10051,6,28/08/2026 09:53:23 AM,165,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12121.212121212122,165.0,0.0,165.0,165.0,165.0,165.0,0.0,165.0,165.0,0,0,0,0,0,0,0,0,0,64,0,12121.212121212122,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,126,0,0,32,0,0,0,0,0,0,0,0,No Label
10.10.3.20-10.10.4.10-38727-10051-6,10.10.3.20,38727,10.10.4.10,10051,6,28/08/2026 09:53:26 AM,7106,3,4,178.0,97.0,178.0,0.0,59.333333333333336,102.76834791575338,97.0,0.0,24.25,48.49999999999999,38699.69040247678,985.0830284266816,1184.3333333333333,1758.2381712005536,4561.0,1.0,5730.0,2865.0,2398.506201784769,4561.0,1169.0,6022.0,2007.3333333333335,3475.0712702523574,6020.0,1.0,0,0,0,0,104,136,422.1784407542921,562.9045876723895,0.0,178.0,34.375,67.23081245126481,4519.982142857143,1,2,0,2,6,0,0,0,1.0,39.285714285714285,59.333333333333336,24.25,0,0,0,0,0,0,0,25,0,13,64240,508,1,32,0,0,0,0,1787900006010195.0,2717.6151922840977,1787900006012425.0,1787900006006779.0,No Label
10.10.3.20-10.10.4.10-38727-10051-6,10.10.3.20,38727,10.10.4.10,10051,6,28/08/2026 09:53:26 AM,484,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4132.231404958678,484.0,0.0,484.0,484.0,484.0,484.0,0.0,484.0,484.0,0,0,0,0,0,0,0,0,0,64,0,4132.231404958678,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,126,0,0,32,0,0,0,0,0,0,0,0,No Label
10.10.3.20-10.10.4.10-55795-10051-6,10.10.3.20,55795,10.10.4.10,10051,6,28/08/2026 09:53:28 AM,19973,3,4,138.0,43.0,138.0,0.0,46.0,79.67433714816836,43.0,0.0,10.75,21.5,9062.234015921493,350.4731387372953,3328.8333333333335,6925.43680692176,17437.0,1.0,18743.0,9371.5,11406.339487320198,17437.0,1306.0,18775.0,6258.333333333334,10437.90718167839,18308.0,1.0,0,0,0,0,104,136,150.20277374455515,200.27036499274018,0.0,138.0,22.625,48.98669644476374,2399.6964285714284,1,2,0,2,6,0,0,0,1.0,25.857142857142858,46.0,10.75,0,0,0,0,0,0,0,19,0,6,64240,508,1,32,0,0,0,0,1787900008016713.2,10329.914152394169,1787900008025917.0,1787900008006816.0,No Label
10.10.3.20-10.10.4.10-55795-10051-6,10.10.3.20,55795,10.10.4.10,10051,6,28/08/2026 09:53:28 AM,3159,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,633.1117442228554,3159.0,0.0,3159.0,3159.0,3159.0,3159.0,0.0,3159.0,3159.0,0,0,0,0,0,0,0,0,0,64,0,633.1117442228554,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,126,0,0,32,0,0,0,0,0,0,0,0,No Label
10.10.3.20-10.10.4.10-33831-10051-6,10.10.3.20,33831,10.10.4.10,10051,6,28/08/2026 09:53:31 AM,4333,3,4,230.0,98.0,230.0,0.0,76.66666666666667,132.7905619136139,98.0,0.0,24.5,49.00000000000001,75698.13062543272,1615.508885298869,722.1666666666666,637.9217559126406,1567.0,1.0,2814.0,1407.0,226.27416997969522,1567.0,1247.0,3146.0,1048.6666666666665,1411.682093579618,2654.0,1.0,0,0,0,0,104,136,692.3609508423725,923.1479344564966,0.0,230.0,41.0,83.7137981458254,7008.0,1,2,0,2,6,0,0,0,1.0,46.857142857142854,76.66666666666667,24.5,0,0,0,0,0,0,0,32,0,14,64240,508,1,32,0,0,0,0,1787900011007865.2,1422.6272350830347,1787900011009072.0,1787900011005827.0,No Label
10.10.3.20-10.10.4.10-33831-10051-6,10.10.3.20,33831,10.10.4.10,10051,6,28/08/2026 09:53:31 AM,194,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10309.278350515464,194.0,0.0,194.0,194.0,194.0,194.0,0.0,194.0,194.0,0,0,0,0,0,0,0,0,0,64,0,10309.278350515464,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,126,0,0,32,0,0,0,0,0,0,0,0,No Label
10.10.3.20-10.10.4.10-41863-10051-6,10.10.3.20,41863,10.10.4.10,10051,6,28/08/2026 09:53:33 AM,6595,3,4,138.0,43.0,138.0,0.0,46.0,79.67433714816836,43.0,0.0,10.75,21.5,27445.034116755116,1061.410159211524,1099.1666666666665,1606.4806773399632,4213.0,1.0,5236.0,2618.0,2255.6706319850864,4213.0,1023.0,5653.0,1884.3333333333335,3144.9847906362493,5515.0,1.0,0,0,0,0,104,136,454.89006823351025,606.5200909780136,0.0,138.0,22.625,48.98669644476374,2399.6964285714284,1,2,0,2,6,0,0,0,1.0,25.857142857142858,46.0,10.75,0,0,0,0,0,0,0,19,0,6,64240,508,1,32,0,0,0,0,1787900013009272.2,2528.8665156877432,1787900013011432.0,1787900013006140.0,No Label
10.10.3.20-10.10.4.10-41863-10051-6,10.10.3.20,41863,10.10.4.10,10051,6,28/08/2026 09:53:33 AM,402,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4975.124378109453,402.0,0.0,402.0,402.0,402.0,402.0,0.0,402.0,402.0,0,0,0,0,0,0,0,0,0,64,0,4975.124378109453,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,126,0,0,32,0,0,0,0,0,0,0,0,No Label
10.10.3.20-10.10.4.10-42903-10051-6,10.10.3.20,42903,10.10.4.10,10051,6,28/08/2026 09:53:36 AM,10859,3,4,242.0,98.0,242.0,0.0,80.66666666666667,139.71876514388944,98.0,0.0,24.5,49.00000000000001,31310.43374159683,644.626577032876,1809.8333333333333,3004.84072234564,7856.0,1.0,9083.0,4541.5,4687.410852485624,7856.0,1227.0,9697.0,3232.333333333333,5076.891995437103,9084.0,1.0,0,0,0,0,104,136,276.26853301408966,368.35804401878625,0.0,242.0,42.5,87.60136985230311,7674.0,1,2,0,2,6,0,0,0,1.0,48.57142857142857,80.66666666666667,24.5,0,0,0,0,0,0,0,34,0,14,64240,508,1,32,0,0,0,0,1787900016011747.0,4796.276528898919,1787900016016150.0,1787900016006520.0,No Label
10.10.3.20-10.10.4.10-42903-10051-6,10.10.3.20,42903,10.10.4.10,10051,6,28/08/2026 09:53:36 AM,653,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3062.7871362940273,653.0,0.0,653.0,653.0,653.0,653.0,0.0,653.0,653.0,0,0,0,0,0,0,0,0,0,64,0,3062.7871362940273,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,126,0,0,32,0,0,0,0,0,0,0,0,No Label
10.10.3.20-10.10.4.10-59743-10051-6,10.10.3.20,59743,10.10.4.10,10051,6,28/08/2026 09:53:38 AM,4121,3,4,138.0,43.0,138.0,0.0,46.0,79.67433714816836,43.0,0.0,10.75,21.5,43921.37830623635,1698.6168405726767,686.8333333333334,802.1000976603024,2060.0,1.0,3134.0,1567.0,697.2072862499358,2060.0,1074.0,3107.0,1035.6666666666665,1694.3273985075414,2991.0,1.0,0,0,0,0,104,136,727.9786459597186,970.638194612958,0.0,138.0,22.625,48.98669644476374,2399.6964285714284,1,2,0,2,6,0,0,0,1.0,25.857142857142858,46.0,10.75,0,0,0,0,0,0,0,19,0,6,64240,508,1,32,0,0,0,0,1787900018008564.0,1466.6521968983193,1787900018009731.0,1787900018006542.0,No Label
10.10.3.20-10.10.4.10-59743-10051-6,10.10.3.20,59743,10.10.4.10,10051,6,28/08/2026 09:53:38 AM,131,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15267.175572519083,131.0,0.0,131.0,131.0,131.0,131.0,0.0,131.0,131.0,0,0,0,0,0,0,0,0,0,64,0,15267.175572519083,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,126,0,0,32,0,0,0,0,0,0,0,0,No Label
172.18.0.2-172.18.0.15-27017-41980-6,172.18.0.15,41980,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,136160,13,8,1294.0,864.0,401.0,0.0,99.53846153846155,161.71766311724443,329.0,0.0,108.0,143.62053175941503,15849.001175088131,154.23031727379552,6808.0,17477.09858493018,70019.0,2.0,136160.0,11346.666666666666,22864.229905061642,70019.0,2.0,25980.0,3711.428571428572,6149.863409245847,14442.0,2.0,0,0,0,0,432,272,95.475910693302,58.75440658049354,0.0,401.0,98.09090909090911,149.38824747900514,22316.848484848488,1,4,0,8,19,0,0,0,0.0,102.76190476190476,99.53846153846153,108.0,0,0,0,0,8,140687,0,61,0,41,64240,127,4,32,0,0,0,0,1787900020533489.2,15521.972281371864,1787900020585995.0,1787900020519867.0,No Label
172.18.0.2-172.18.0.15-27017-41980-6,172.18.0.15,41980,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,625,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,625.0,0.0,625.0,625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1600.0,1600.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,126,127,0,32,0,0,0,0,0,0,0,0,No Label
172.18.0.2-172.18.0.15-27017-41974-6,172.18.0.15,41974,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,151989,13,8,1058.0,836.0,401.0,0.0,81.38461538461539,149.51730025961237,329.0,0.0,104.5,143.9057231066824,12461.428129667278,138.16789372915144,7599.45,23295.415987914876,98888.0,2.0,151989.0,12665.75,29673.23069436338,98888.0,2.0,12608.0,1801.1428571428573,2903.258940602866,6902.0,3.0,0,0,0,0,432,272,85.53250564185565,52.63538808729579,0.0,401.0,86.09090909090908,142.0324943005277,20173.22943722944,1,4,0,8,19,0,0,0,0.0,90.19047619047619,81.38461538461539,104.5,0,0,0,0,8,247226,0,50,0,39,64240,127,4,32,0,0,0,0,1787900020513878.2,12034.38763930019,1787900020558971.0,1787900020505884.0,No Label
172.18.0.2-172.18.0.15-27017-41984-6,172.18.0.15,41984,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,123749,13,8,1272.0,3178.0,401.0,0.0,97.84615384615384,160.10197071129704,1260.0,0.0,397.25,551.520171888572,35959.88654453774,169.69834099669492,6187.45,17710.862971856983,70784.0,2.0,123749.0,10312.416666666668,22477.332438211586,70784.0,3.0,12314.0,1759.1428571428569,2964.023190899571,7565.0,2.0,0,0,0,0,432,272,105.05135395033496,64.64698704635997,0.0,1260.0,202.27272727272725,373.1219871784794,139220.01731601736,1,4,0,8,19,0,0,0,0.0,211.9047619047619,97.84615384615384,397.25,0,0,0,0,8,931546,0,60,0,151,64240,127,4,32,0,0,0,0,1787900020543283.8,11814.772328903488,1787900020587166.0,1787900020534215.0,No Label
172.18.0.2-172.18.0.15-27017-41962-6,172.18.0.15,41962,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,188514,13,8,986.0,4280.0,401.0,0.0,75.84615384615385,148.25251327484364,1811.0,0.0,535.0,800.5465989827558,27934.26482913736,111.39756198478628,9425.699999999999,30875.591088482142,137784.0,2.0,188514.0,15709.5,39230.48327628541,137784.0,2.0,50671.0,7238.714285714286,14887.261206753083,39834.0,2.0,0,0,0,0,432,272,68.96039551439151,42.43716647039477,0.0,1811.0,239.36363636363637,527.9775018163581,278760.24242424243,1,4,0,8,19,0,0,0,0.0,250.76190476190476,75.84615384615384,535.0,0,0,0,0,8,130916,0,46,0,203,64240,127,4,32,0,0,0,0,1787900020486278.5,18197.335214882263,1787900020520214.0,1787900020469498.0,No Label
172.18.0.2-172.18.0.15-27017-41950-6,172.18.0.15,41950,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,190929,13,10,992.0,902.0,401.0,0.0,76.30769230769232,148.3112631233069,329.0,0.0,90.19999999999999,135.3553348289851,9919.917875231107,120.46362784071566,8678.590909090908,18245.436146006723,69098.0,2.0,190929.0,15910.75,31611.636876674504,94048.0,3.0,81543.0,9060.333333333336,19445.00363846713,59337.0,2.0,0,0,0,0,432,336,68.08813747518711,52.37549036552855,0.0,401.0,78.91666666666669,137.7511671746233,18975.38405797102,1,4,0,8,21,0,0,0,0.0,82.34782608695652,76.3076923076923,90.2,0,0,0,0,8,26034,0,43,0,39,64240,127,4,32,0,0,0,0,1787900020494765.2,35986.10691952777,1787900020588956.0,1787900020467175.0,No Label
172.18.0.2-172.18.0.15-27017-41974-6,172.18.0.15,41974,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,356,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5617.9775280898875,356.0,0.0,356.0,356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2808.9887640449438,2808.9887640449438,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,126,127,0,32,0,0,0,0,0,0,0,0,No Label
172.18.0.2-172.18.0.15-27017-41962-6,172.18.0.15,41962,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,495,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.4040404040406,495.0,0.0,495.0,495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2020.2020202020203,2020.2020202020203,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,134,127,0,32,0,0,0,0,0,0,0,0,No Label
172.18.0.2-172.18.0.15-27017-41984-6,172.18.0.15,41984,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,751,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2663.1158455392806,751.0,0.0,751.0,751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1331.5579227696403,1331.5579227696403,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,132,127,0,32,0,0,0,0,0,0,0,0,No Label
172.18.0.2-172.18.0.15-27017-41938-6,172.18.0.15,41938,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,646813,11,8,1070.0,658.0,401.0,0.0,97.27272727272728,159.19553442800517,329.0,0.0,82.24999999999999,152.2974064125847,2671.5604046300864,29.37479611572433,35934.055555555555,125827.51685470177,536756.0,2.0,646813.0,64681.3,168107.37590669046,536756.0,2.0,599997.0,85713.85714285714,216890.8412277388,577239.0,2.0,0,0,0,0,368,272,17.00646090910356,12.36833520662077,0.0,401.0,86.4,149.50740168264159,22352.46315789474,1,4,0,6,17,0,0,0,0.0,90.94736842105263,97.27272727272727,82.25,0,0,0,0,6,3212,0,56,0,34,64240,127,4,32,0,0,0,0,1787900020131633.0,225866.02862689053,1787900020613051.0,1787900020013007.0,No Label
172.18.0.2-172.18.0.15-27017-41950-6,172.18.0.15,41950,172.18.0.2,27017,6,28/08/2026 09:53:40 AM,3636,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0550055005501,3636.0,0.0,3636.0,3636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,275.02750275027506,275.02750275027506,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,126,127,0,32,0,0,0,0,0,0,0,0,No Label
10.10.3.20-10.10.4.10-37365-10051-6,10.10.3.20,37365,10.10.4.10,10051,6,28/08/2026 09:53:41 AM,8200,3,4,260.0,97.0,260.0,0.0,86.66666666666667,150.1110699893027,97.0,0.0,24.25,48.49999999999999,43536.58536585366,853.6585365853658,1366.6666666666667,1759.3698493115842,4766.0,1.0,6179.0,3089.5,2370.929037318494,4766.0,1413.0,6850.0,2283.333333333333,3298.3366009753054,6065.0,1.0,0,0,0,0,104,136,365.8536585365853,487.80487804878044,0.0,260.0,44.625,93.40990693864175,8725.410714285714,1,2,0,2,6,0,0,0,1.0,51.0,86.66666666666667,24.25,0,0,0,0,0,0,0,37,0,13,64240,508,1,32,0,0,0,0,1787900021010716.8,3192.2228507995283,1787900021013732.0,1787900021006832.0,No Label
