id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,42125,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1787899163006,1787899163017,11,10,857,1787899163006,1787899163016,10,5,476,1787899163007,1787899163017,10,5,381,Zabbix,Network,0,6,,,,,
1,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,54568,10.10.3.254,0c:67:14:e9:bd:9f,0c:67:14,53,6,4,0,0,1787899161776,1787899167919,6143,6,444,1787899161776,1787899167919,6143,6,444,0,0,0,0,0,DNS,Network,1,1,,,,,
2,0,172.18.0.2,b4:8c:9d:5b:7f:35,b4:8c:9d,27017,172.18.0.8,0c:67:14:e9:bd:9f,0c:67:14,33074,6,4,0,0,1787899212080,1787899253040,40960,8,528,1787899212080,1787899253040,40960,4,264,1787899212080,1787899253039,40959,4,264,MongoDB,Database,1,1,,,,,
3,0,172.18.0.4,b4:8c:9d:5b:7f:35,b4:8c:9d,40994,172.18.0.2,0c:67:14:e9:bd:9f,0c:67:14,27017,6,4,0,0,1787899191600,1787899191600,0,4,264,1787899191600,1787899191600,0,2,132,1787899191600,1787899191600,0,2,132,MongoDB,Database,1,1,,,,,
4,0,172.18.0.8,b4:8c:9d:5b:7f:35,b4:8c:9d,33074,172.18.0.2,0c:67:14:e9:bd:9f,0c:67:14,27017,6,4,0,0,1787899375920,1787899375920,0,4,264,1787899375920,1787899375920,0,2,132,1787899375920,1787899375920,0,2,132,MongoDB,Database,1,1,,,,,
5,0,10.10.2.10,b4:8c:9d:5b:7f:35,b4:8c:9d,33242,10.10.3.20,0c:67:14:e9:bd:9f,0c:67:14,22,6,4,0,0,1787899173799,1787899358549,184750,39,3942,1787899173799,1787899358549,184750,26,2376,1787899173800,1787899358548,184748,13,1566,SSH,RemoteAccess,0,1,,,,,
6,0,172.18.0.10,b4:8c:9d:5b:7f:35,b4:8c:9d,60844,172.18.0.13,0c:67:14:e9:bd:9f,0c:67:14,7777,6,4,0,0,1787899436295,1787899436312,17,96,10266,1787899436295,1787899436312,17,58,7408,1787899436295,1787899436312,17,38,2858,HTTP2,Web,0,6,,,,,
7,0,172.18.0.4,b4:8c:9d:5b:7f:35,b4:8c:9d,40994,172.18.0.2,0c:67:14:e9:bd:9f,0c:67:14,27017,6,4,0,0,1787899314480,1787899437360,122880,12,792,1787899314480,1787899437360,122880,6,396,1787899314480,1787899437360,122880,6,396,MongoDB,Database,1,1,,,,,
8,0,172.18.0.8,b4:8c:9d:5b:7f:35,b4:8c:9d,33074,172.18.0.2,0c:67:14:e9:bd:9f,0c:67:14,27017,6,4,0,0,1787899498800,1787899621680,122880,12,792,1787899498800,1787899621680,122880,6,396,1787899498800,1787899621680,122880,6,396,MongoDB,Database,1,1,,,,,
9,0,10.10.3.20,b4:8c:9d:5b:7f:35,b4:8c:9d,53395,10.10.4.10,0c:67:14:e9:bd:9f,0c:67:14,10051,6,4,0,0,1787899338005,1787899338012,7,10,857,1787899338005,1787899338011,6,5,476,1787899338006,1787899338012,6,5,381,Zabbix,Network,0,6,,,,,
